name,smiles,CL_measured,Vd_measured,source
Oxacillin,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,6.3,0.19,master_original
Oxaliplatin,O=C1[O-]->[Pt+2]2(<-[O-]C1=O)[NH][C@H]1CCCC[C@@H]1[NH]2,0.1,0.5,lombardo_2018
Oxazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1.1,0.59,master_original
Oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,0.4285714285714285,0.7,master_original
Oxiracetam,NC(=O)CN1CC(O)CC1=O,1.233333333,0.55,master_original
Oxitriptan,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,1.72,0.8,master_original
Oxprenolol,C=CCOc1ccccc1OC[C@H](O)CNC(C)C,7.7,0.72,lombardo_2018
Oxycodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,6.1,2.5,master_original
Oxymatrine,O=C1CCC[C@@H]2[C@H]3CCC[N@+]4([O-])CCC[C@@H](CN12)[C@@H]34,7.66,0.61,lombardo_2018
Oxytetracycline,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,2.0,1.7,master_original
PF-05212384,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,2.25,2.39,lombardo_2018
PK11195,CC[C@@H](C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,5.9,1.7,lombardo_2018
PNU-145156E,Cn1cc(NC(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4ccc5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c5c4)n(C)c3)n(C)c2)cc1C(=O)Nc1cc(C(=O)Nc2ccc3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)n(C)c1,0.0047,0.27,lombardo_2018
PR-104,CS(=O)(=O)OCCN(CCBr)c1c(C(=O)NCCOP(=O)(O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],44.8,0.86,lombardo_2018
Paeoniflorin,C[C@]12C[C@]3(O)O[C@@H](O1)[C@@]1(COC(=O)c4ccccc4)[C@@H]3C[C@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.05,0.22,lombardo_2018
Palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.8571428571428571,36.9,master_original
Paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,1.18,6.957142857142857,master_original
Pamidronic acid (Pamidronate),NCCC(O)(P(=O)(O)O)P(=O)(O)O,2.5,1.8,master_original
Pancopride,Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl,5.2,3.9,lombardo_2018
Panipenem,CC(=[NH2+])N1CC[C@H](SC2=C(C(=O)[O-])N3C(=O)[C@H]([C@@H](C)O)[C@H]3C2)C1,2.6,0.19,master_original
Pantoprazole,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,2.2,0.17,master_original
Paricalcitol,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,0.8925,0.41,master_original
Paritaprevir,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,5.74,1.37,lombardo_2018
Paroxetine,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,18.0,14.63333333,master_original
Pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.06,0.16,master_original
Pazufloxacin,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,4.87,0.68,lombardo_2018
Peldesine,Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1,6.2,1.2,lombardo_2018
Pemetrexed,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,1.3,0.15,lombardo_2018
Penciclovir,Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,8.4,1.1,master_original
Penclomedine,COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl,29.9,9.1,lombardo_2018
Penehyclidine,O[C@](CO[C@@H]1CN2CCC1CC2)(c1ccccc1)C1CCCC1,1.99,2.12,lombardo_2018
Penicillamine,CC(C)(S)[C@@H](N)C(=O)O,10.65,1.26,master_original
Penicillin G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,3.7,0.47625,master_original
Penicillin V,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,6.375,0.41,master_original
Pentamidine,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,74.0,53.0,master_original
Pentazocine,CC(C)=CCN1CCC2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,23.0,3.4,master_original
Pentazocine,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,23.0,3.4,master_original
Pentostatin,OC[C@@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@H]1O,1.63,0.59,lombardo_2018
Pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,39.0,1.8,master_original
Perflutren,FC(F)(F)C(F)(F)C(F)(F)F,590.71,1.6,lombardo_2018
Perindoprilat,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,1.7,0.76,master_original
Pevonedistat,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,8.1,3.02,lombardo_2018
Phecetin,CCOc1ccc(NC(C)=O)cc1,21.0,1.4,master_original
Phenazepam,O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,0.05,0.089,lombardo_2018
Phencyclidine,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,5.1,6.9,master_original
Phenethicillin,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,4.2,0.3,master_original
Phenoperidine,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,22.0,5.7,lombardo_2018
Phenoxodiol,Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1,59.1,1.55,lombardo_2018
Phenprocoumon,CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,0.02,0.2,lombardo_2018
Phylloquinone,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,1.6,0.32,master_original
Physostigmine,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C,72.0,3.9,lombardo_2018
Physostigmine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,13.75,0.66,master_original
Picumast,Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,1.3,1.3,lombardo_2018
Pidotimod,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,1.16,0.31,lombardo_2018
Pimasertib,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,8.71,1.8,lombardo_2018
Pinacidil,C[C@@H](N/C(=N\c1ccncc1)NC#N)C(C)(C)C,5.68,1.1,lombardo_2018
Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,7.7,1.2,master_original
Pinocembrin,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,27.0,0.8,lombardo_2018
Pipecuronium,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,3.0,0.35,lombardo_2018
Pipemidic acid,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,2.84,0.88,lombardo_2018
Pipercuronium,CC(=O)O[C@H]1C[C@]2(C)CC[C@H]3[C@@H]4C[C@H](N5CC[N+](C)(C)CC5)[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,3.0,0.35,master_original
Piperphentonamine,CN(CCC(=O)/C=C/c1ccc(O)cc1)CCc1ccc2c(c1)OCO2,713.0,2.13,lombardo_2018
Pirarubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,57.7,43.2,lombardo_2018
Pirenzepine,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,2.77,1.71,lombardo_2018
Piretanide,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,3.1,0.17,master_original
Piritramide,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,7.8,4.7,master_original
Pirmenol,C[C@@H]1CCC[C@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1,1.8,1.4,master_original
Pitavastatin,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,5.85,0.9,lombardo_2018
Plazomicin,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,1.14,0.22,lombardo_2018
Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,7.4,3.0,lombardo_2018
Ponesimod,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,0.9,2.28,lombardo_2018
Posaconazole,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,4.3,3.8,lombardo_2018
Pralatrexate (R),C#CC[C@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,2.7,0.53,lombardo_2018
Pralidoxime,C[n+]1ccccc1/C=N/O,9.0,0.8,lombardo_2018
Pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,7.2,7.0,lombardo_2018
Prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,4.7,0.73,master_original
Prednisone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,2.5,0.57,master_original
Prenalterol,CC(C)NC[C@H](O)COc1ccc(O)cc1,22.1,4.28,lombardo_2018
Prilocaine,CCCNC(C)C(=O)Nc1ccccc1C,33.5,3.333333333,master_original
Prilosec,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,8.4,0.24,master_original
Primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,5.8,4.0,master_original
Probenecid,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0.25,0.13,master_original
Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,16.0,22.0,master_original
Procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,0.84,0.74,master_original
Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,14.0,14.0,master_original
Propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,16.0,2.2,master_original
Propionyl-L-carnitine,CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,2.33,0.3,lombardo_2018
Propiverine,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,2.94,1.9,master_original
Propofol,CC(C)c1cccc(C(C)C)c1O,36.0,4.7,master_original
Propoxyphene,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,15.0,12.0,master_original
Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,12.0,3.1,master_original
Propylthiouracil,CCCc1cc(=O)[nH]c(S)n1,3.1,0.34,master_original
Proxyphyllin,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1.17,0.59,lombardo_2018
Prucalopride,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,4.55,8.73,master_original
Pseudohypericin,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(CO)c8c1c2c(c34)c(c65)c78,0.62,0.56,master_original
"Pyrazine, 2-diazohydroxide",O=NNc1cnccn1,15.13,0.31,lombardo_2018
Pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.052,0.43,master_original
Quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,11.0,0.12,master_original
Quinacrine,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,5.1,84.5,master_original
Quinaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,0.6975,0.13,master_original
Quinidine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,4.0,2.9,master_original
Quinine,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1.9,1.8,master_original
Quinupristin,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,16.0,0.67,master_original
Quinupristin,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,16.0,0.67,lombardo_2018
R 82913,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,10.41,21.98,lombardo_2018
R-Apomorphine,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,40.0,1.6,master_original
RGB-286638,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,11.5,5.9,lombardo_2018
RSD921,CN(C(=O)Cc1cccc2sccc12)[C@@H]1CCCC[C@H]1N1CCCC1,3.0,1.1,lombardo_2018
Rabeprazole,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,4.0,0.22,master_original
Raclopride,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,1.2,1.1,lombardo_2018
Raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,10.8,7.5,lombardo_2018
Raltitrexed,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,0.9,6.57,lombardo_2018
Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,9.6,1.2,master_original
Ranolazine,COc1ccccc1OC[C@H](O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,9.5,1.2,lombardo_2018
Reboxetine,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,0.82,0.65,lombardo_2018
Reboxetine,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,0.815,0.65,master_original
Recaim,Cc1cccc(C)c1NC(=O)NCCCNC(C)C,4.5,1.4,master_original
Regadenoson,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,7.3,0.94,lombardo_2018
Remifentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,37.0,0.4,master_original
Remikiren,CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(O)C1CC1,11.6,0.77,lombardo_2018
Remimazolam,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,15.02,0.44,lombardo_2018
Remoxipride,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,1.7,0.65,master_original
Repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,7.775,0.35,master_original
Repinotan,O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,2.2,0.21,master_original
Ribavirin,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,5.2,14.0,master_original
Ribostamycin,NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,1.5,0.25,master_original
Ridogrel,O=C(O)CCCCON=C(c1cccnc1)c1cccc(C(F)(F)F)c1,1.05,0.43,lombardo_2018
Rifabutin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,2.4,9.3,lombardo_2018
Rifampin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,3.5,0.97,lombardo_2018
Rifampin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1.95,0.97,master_original
Rigosertib,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,1.51,0.11,lombardo_2018
Rilmenidine,C1COC(NC(C2CC2)C2CC2)=N1,7.1,4.5,lombardo_2018
Riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,11.3,3.5,master_original
Rimiducid,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc([C@@H](CCc3ccc(OC)c(OC)c3)OC(=O)[C@@H]3CCCCN3C(=O)[C@@H](CC)c3cc(OC)c(OC)c(OC)c3)c2)c1)c1cc(OC)c(OC)c(OC)c1,6.61,0.82,lombardo_2018
Riociguat,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,0.74,0.44,lombardo_2018
Risedronic Acid,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,1.175,6.3,master_original
Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,5.4,1.1,master_original
Ritanserin,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.51,1.41,master_original
Ritipenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@H]12,7.55,0.24,master_original
Ritipenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)S[C@H]12,7.55,0.24,master_original
Ritodrine,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,31.0,4.4,lombardo_2018
Rivaroxaban,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,2.4,0.09714285714285714,master_original
Rivastigmine,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,12.0,1.766666667,master_original
Rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,16.0,1.9,master_original
Ro 02-70608,Cc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O,3.7,0.3,lombardo_2018
Ro25-6833,Nc1nc(C(=NO)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(C=C4CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,0.38,0.11,lombardo_2018
Rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,2.0,1.3,master_original
Rolipram,COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,6.3,0.67,lombardo_2018
Rolitetracycline,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.97,0.54,master_original
Rolofylline,CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O,5.0,4.3,lombardo_2018
Romidepsin,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,7.4,1.2,master_original
Romidepsin,C/C=C1\NC(=O)[C@H]2CSSCC/C=C\[C@H](CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,7.4,1.2,master_original
Ropinirole Hydrochloride,CCCN(CCC)CCc1cccc2c1CC(=O)N2,0.5714285714285714,7.5,master_original
Roquinimex,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,0.08,0.21,master_original
Rosaramicin,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)C=C[C@]2(C)O[C@H]2[C@@H]1C,13.3,2.83,lombardo_2018
Rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,0.65,0.2,master_original
Rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,10.175,1.7,master_original
Rotigotine,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,37.0,5.7,lombardo_2018
Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,4.31,3.28,lombardo_2018
S 12363,CCOP(=O)(OCC)[C@@H](NC(=O)[C@]1(O)[C@@H](O)[C@@]2(CC)C=CCN3CC[C@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7C[N@@](CCc8c6[nH]c6ccccc86)C[C@@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)C(C)C,3.5,4.67,lombardo_2018
S-0139,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(COC(=O)/C=C/c4cc(O)ccc4NC(=O)/C=C/C(=O)O)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,7.6,1.45,lombardo_2018
SK-896,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCO)C(=O)O)[C@@H](C)O,8.08,0.07,lombardo_2018
SNS-032,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,13.0,5.14,lombardo_2018
SR 271425,CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,3.1,1.01,lombardo_2018
SR 4554,O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)C(F)(F)F,3.0,0.69,lombardo_2018
Sabeluzole,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,4.05,5.5,master_original
Sabeluzole,CN(c1nc2ccccc2s1)C1CCN(C[C@@H](O)COc2ccc(F)cc2)CC1,4.05,5.5,lombardo_2018
Safinamide,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,1.17,2.19,lombardo_2018
Salvianolic acid B,O=C(/C=C/c1ccc(O)c2c1[C@H](C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,7.17,0.14,lombardo_2018
Saquivir,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,13.0,3.6,master_original
SarCNU,CN(CC(N)=O)C(=O)N(CCCl)N=O,9.0,0.76,master_original
SarCNU,CC(NC(=O)N(CCCl)N=O)C(N)=O,9.0,0.76,master_original
Sardomozide,N=C(N)N/N=C1\CCc2c(C(=N)N)cccc21,3.2,20.0,lombardo_2018
Satavaptan,CCOc1ccc2c(c1)[C@]1(CC[C@H](OCCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC,12.3,7.0,lombardo_2018
Saxagliptin,N#C[C@H]1CC2C[C@H]2N1C(=O)[C@H](N)C12CC3CC(CC(O)(C3)C1)C2,7.1,1.8,lombardo_2018
